run_id,strategy,workload,duration,variance_mean,variance_std,latency_mean,latency_std,throughput_mean,throughput_std,total_migrations
1,hydra_proactive,burst,30,18.0663,17.0981,0.1348,0.0275,239.9448,332.2708,1.0
