run_id,strategy,workload,duration,variance_mean,variance_std,latency_mean,latency_std,throughput_mean,throughput_std,total_migrations
1,least_load,skewed,30,783.5225,451.1482,0.0371,0.0542,381.4857,787.0645,5.0
