run_id,strategy,workload,duration,variance_mean,variance_std,latency_mean,latency_std,throughput_mean,throughput_std,total_migrations
1,hydra_proactive,steady,30,793.393,492.3021,0.0357,0.0519,451.9329,899.6122,6.0
