timestamp,controller_id,switch_count,total_packet_ins,total_flows,total_bytes
2026-01-31T04:35:37.188598,2,0,0.0000,0,0
2026-01-31T04:35:42.189516,2,0,0.0000,0,0
2026-01-31T04:35:47.195256,2,0,0.0000,0,0
2026-01-31T04:35:52.200826,2,0,0.0000,0,0
2026-01-31T04:35:57.206516,2,0,0.0000,0,0
2026-01-31T04:36:02.212563,2,0,0.0000,0,0
2026-01-31T04:36:07.218586,2,0,0.0000,0,0
2026-01-31T04:36:12.220362,2,0,0.0000,0,0
2026-01-31T04:36:17.225812,2,0,0.0000,0,0
2026-01-31T04:36:22.231726,2,0,0.0000,0,0
2026-01-31T04:36:27.237288,2,0,0.0000,0,0
2026-01-31T04:36:32.243212,2,0,0.0000,0,0
2026-01-31T04:36:37.248862,2,0,0.0000,0,0
2026-01-31T04:36:42.250726,2,0,0.0000,0,0
2026-01-31T04:36:47.256268,2,0,0.0000,0,0
2026-01-31T04:36:52.259181,2,0,0.0000,0,0
2026-01-31T04:36:57.262550,2,0,0.0000,0,0
2026-01-31T04:37:02.268359,2,0,0.0000,0,0
2026-01-31T04:37:07.273006,2,0,0.0000,0,0
2026-01-31T04:37:12.274856,2,0,0.0000,0,0
2026-01-31T04:37:17.280352,2,0,0.0000,0,0
2026-01-31T04:37:22.286201,2,0,0.0000,0,0
2026-01-31T04:37:27.291308,2,0,0.0000,0,0
2026-01-31T04:37:32.297321,2,0,0.0000,0,0
2026-01-31T04:37:37.302144,2,0,0.0000,0,0
2026-01-31T04:37:42.303291,2,0,0.0000,0,0
2026-01-31T04:37:47.304886,2,0,0.0000,0,0
2026-01-31T04:37:52.311230,2,0,0.0000,0,0
2026-01-31T04:37:57.316235,2,0,0.0000,0,0
2026-01-31T04:38:02.321274,2,0,0.0000,0,0
2026-01-31T04:38:07.327323,2,0,0.0000,0,0
2026-01-31T04:38:12.328922,2,0,0.0000,0,0
2026-01-31T04:38:17.334626,2,0,0.0000,0,0
2026-01-31T04:38:22.339236,2,0,0.0000,0,0
2026-01-31T04:38:27.344395,2,0,0.0000,0,0
2026-01-31T04:38:32.350645,2,0,0.0000,0,0
2026-01-31T04:38:37.356315,2,0,0.0000,0,0
2026-01-31T04:38:42.357811,2,0,0.0000,0,0
2026-01-31T04:38:47.363392,2,0,0.0000,0,0
2026-01-31T04:38:52.369613,2,0,0.0000,0,0
2026-01-31T04:38:57.375327,2,0,0.0000,0,0
2026-01-31T04:39:02.381448,2,0,0.0000,0,0
2026-01-31T04:39:07.384239,2,0,0.0000,0,0
2026-01-31T04:39:12.386296,2,0,0.0000,0,0
2026-01-31T04:39:17.392144,2,0,0.0000,0,0
2026-01-31T04:39:22.397237,2,0,0.0000,0,0
2026-01-31T04:39:27.402259,2,0,0.0000,0,0
2026-01-31T04:39:32.408482,2,0,0.0000,0,0
2026-01-31T04:39:37.414711,2,0,0.0000,0,0
2026-01-31T04:39:42.415683,2,0,0.0000,0,0
2026-01-31T04:39:47.421831,2,0,0.0000,0,0
2026-01-31T04:39:52.428101,2,0,0.0000,0,0
2026-01-31T04:39:57.434187,2,0,0.0000,0,0
2026-01-31T04:40:02.440125,2,0,0.0000,0,0
2026-01-31T04:40:07.445925,2,0,0.0000,0,0
2026-01-31T04:40:12.447961,2,0,0.0000,0,0
2026-01-31T04:40:17.454009,2,0,0.0000,0,0
2026-01-31T04:40:22.460168,2,0,0.0000,0,0
2026-01-31T04:40:27.466260,2,0,0.0000,0,0
2026-01-31T04:40:32.472381,2,0,0.0000,0,0
2026-01-31T04:40:37.478268,2,0,0.0000,0,0
2026-01-31T04:40:42.479693,2,0,0.0000,0,0
2026-01-31T04:40:47.485139,2,0,0.0000,0,0
2026-01-31T04:40:52.490710,2,0,0.0000,0,0
2026-01-31T04:40:57.495357,2,0,0.0000,0,0
2026-01-31T04:41:02.500549,2,0,0.0000,0,0
2026-01-31T04:41:07.506221,2,0,0.0000,0,0
2026-01-31T04:41:12.507690,2,0,0.0000,0,0
2026-01-31T04:41:17.513269,2,0,0.0000,0,0
2026-01-31T04:41:22.519249,2,0,0.0000,0,0
2026-01-31T04:41:27.524162,2,0,0.0000,0,0
2026-01-31T04:41:32.530352,2,0,0.0000,0,0
2026-01-31T04:41:37.535138,2,0,0.0000,0,0
2026-01-31T04:41:42.536185,2,0,0.0000,0,0
2026-01-31T04:41:47.541070,2,0,0.0000,0,0
2026-01-31T04:41:52.546857,2,0,0.0000,0,0
2026-01-31T04:41:57.549450,2,0,0.0000,0,0
2026-01-31T04:42:02.555195,2,0,0.0000,0,0
2026-01-31T04:42:07.560194,2,0,0.0000,0,0
2026-01-31T04:42:12.561013,2,0,0.0000,0,0
2026-01-31T04:42:17.566159,2,0,0.0000,0,0
2026-01-31T04:42:22.571087,2,0,0.0000,0,0
2026-01-31T04:42:27.576227,2,0,0.0000,0,0
2026-01-31T04:42:32.579201,2,0,0.0000,0,0
2026-01-31T04:42:37.584919,2,0,0.0000,0,0
2026-01-31T04:42:42.586101,2,0,0.0000,0,0
2026-01-31T04:42:47.591613,2,0,0.0000,0,0
2026-01-31T04:42:52.596199,2,0,0.0000,0,0
2026-01-31T04:42:57.602132,2,0,0.0000,0,0
2026-01-31T04:43:02.607321,2,0,0.0000,0,0
2026-01-31T04:43:07.613175,2,0,0.0000,0,0
2026-01-31T04:43:12.613867,2,0,0.0000,0,0
2026-01-31T04:43:17.619572,2,0,0.0000,0,0
2026-01-31T04:43:22.625721,2,0,0.0000,0,0
2026-01-31T04:43:27.631140,2,0,0.0000,0,0
2026-01-31T04:43:32.636130,2,0,0.0000,0,0
2026-01-31T04:43:37.641252,2,0,0.0000,0,0
2026-01-31T04:43:42.642361,2,0,0.0000,0,0
2026-01-31T04:43:47.647153,2,0,0.0000,0,0
2026-01-31T04:43:52.652613,2,0,0.0000,0,0
2026-01-31T04:43:57.657245,2,0,0.0000,0,0
2026-01-31T04:44:02.662085,2,0,0.0000,0,0
2026-01-31T04:44:07.667322,2,0,0.0000,0,0
2026-01-31T04:44:12.672317,2,0,0.0000,0,0
2026-01-31T04:44:17.677209,2,0,0.0000,0,0
2026-01-31T04:44:22.682811,2,0,0.0000,0,0
2026-01-31T04:44:27.688318,2,0,0.0000,0,0
2026-01-31T04:44:32.693798,2,0,0.0000,0,0
2026-01-31T04:44:37.699124,2,0,0.0000,0,0
2026-01-31T04:44:42.704150,2,0,0.0000,0,0
2026-01-31T04:44:47.709880,2,0,0.0000,0,0
2026-01-31T04:44:52.715197,2,0,0.0000,0,0
2026-01-31T04:44:57.716221,2,0,0.0000,0,0
2026-01-31T04:45:02.721699,2,0,0.0000,0,0
2026-01-31T04:45:07.727178,2,0,0.0000,0,0
2026-01-31T04:45:12.733099,2,0,0.0000,0,0
2026-01-31T04:45:17.738482,2,0,0.0000,0,0
2026-01-31T04:45:22.740528,2,0,0.0000,0,0
2026-01-31T04:45:27.746599,2,0,0.0000,0,0
2026-01-31T04:45:32.752153,2,0,0.0000,0,0
2026-01-31T04:45:37.757813,2,0,0.0000,0,0
2026-01-31T04:45:42.763513,2,0,0.0000,0,0
2026-01-31T04:45:47.769487,2,0,0.0000,0,0
2026-01-31T04:45:52.775317,2,0,0.0000,0,0
2026-01-31T04:45:57.781395,2,0,0.0000,0,0
2026-01-31T04:46:02.787325,2,0,0.0000,0,0
2026-01-31T04:46:07.793172,2,0,0.0000,0,0
2026-01-31T04:46:12.798939,2,0,0.0000,0,0
2026-01-31T04:46:17.804803,2,0,0.0000,0,0
2026-01-31T04:46:22.810292,2,0,0.0000,0,0
2026-01-31T04:46:27.815733,2,0,0.0000,0,0
2026-01-31T04:46:32.821089,2,0,0.0000,0,0
2026-01-31T04:46:37.826075,2,0,0.0000,0,0
2026-01-31T04:46:42.831457,2,0,0.0000,0,0
2026-01-31T04:46:47.838056,2,0,0.0000,0,0
2026-01-31T04:46:52.839546,2,0,0.0000,0,0
2026-01-31T04:46:57.844822,2,0,0.0000,0,0
2026-01-31T04:47:02.850832,2,0,0.0000,0,0
2026-01-31T04:47:07.856962,2,0,0.0000,0,0
2026-01-31T04:47:12.861685,2,0,0.0000,0,0
2026-01-31T04:47:17.867154,2,0,0.0000,0,0
2026-01-31T04:47:22.872621,2,0,0.0000,0,0
2026-01-31T04:47:27.878188,2,0,0.0000,0,0
2026-01-31T04:47:32.883878,2,0,0.0000,0,0
2026-01-31T04:47:37.889641,2,0,0.0000,0,0
2026-01-31T04:47:42.894181,2,0,0.0000,0,0
2026-01-31T04:47:47.900162,2,0,0.0000,0,0
2026-01-31T04:47:52.905144,2,0,0.0000,0,0
2026-01-31T04:47:57.910121,2,0,0.0000,0,0
2026-01-31T04:48:02.915126,2,0,0.0000,0,0
2026-01-31T04:48:07.920148,2,0,0.0000,0,0
2026-01-31T04:48:12.925214,2,0,0.0000,0,0
2026-01-31T04:48:17.930187,2,0,0.0000,0,0
2026-01-31T04:48:22.935628,2,0,0.0000,0,0
2026-01-31T04:48:27.940103,2,0,0.0000,0,0
2026-01-31T04:48:32.945119,2,0,0.0000,0,0
2026-01-31T04:48:37.950152,2,0,0.0000,0,0
2026-01-31T04:48:42.955141,2,0,0.0000,0,0
2026-01-31T04:48:47.960211,2,0,0.0000,0,0
2026-01-31T04:48:52.965133,2,0,0.0000,0,0
2026-01-31T04:48:57.967166,2,0,0.0000,0,0
2026-01-31T04:49:02.972841,2,0,0.0000,0,0
2026-01-31T04:49:07.978304,2,0,0.0000,0,0
2026-01-31T04:49:12.983616,2,0,0.0000,0,0
2026-01-31T04:49:17.989190,2,0,0.0000,0,0
2026-01-31T04:49:22.994752,2,0,0.0000,0,0
2026-01-31T04:49:28.000146,2,0,0.0000,0,0
2026-01-31T04:49:33.005146,2,0,0.0000,0,0
2026-01-31T04:49:38.005963,2,0,0.0000,0,0
2026-01-31T04:49:43.011150,2,0,0.0000,0,0
2026-01-31T04:49:48.016144,2,0,0.0000,0,0
2026-01-31T04:49:53.021153,2,0,0.0000,0,0
2026-01-31T04:49:58.026136,2,0,0.0000,0,0
2026-01-31T04:50:03.031663,2,0,0.0000,0,0
2026-01-31T04:50:08.036992,2,0,0.0000,0,0
2026-01-31T04:50:13.042093,2,0,0.0000,0,0
2026-01-31T04:50:18.047131,2,0,0.0000,0,0
2026-01-31T04:50:23.052167,2,0,0.0000,0,0
2026-01-31T04:50:28.058238,2,0,0.0000,0,0
2026-01-31T04:50:33.063149,2,0,0.0000,0,0
2026-01-31T04:50:38.068283,2,0,0.0000,0,0
2026-01-31T04:50:43.073805,2,0,0.0000,0,0
2026-01-31T04:50:48.078833,2,0,0.0000,0,0
2026-01-31T04:50:53.084359,2,0,0.0000,0,0
2026-01-31T04:50:58.086451,2,0,0.0000,0,0
2026-01-31T04:51:03.092390,2,0,0.0000,0,0
2026-01-31T04:51:08.098163,2,0,0.0000,0,0
2026-01-31T04:51:13.103766,2,0,0.0000,0,0
2026-01-31T04:51:18.109105,2,0,0.0000,0,0
2026-01-31T04:51:23.114105,2,0,0.0000,0,0
2026-01-31T04:51:28.119160,2,0,0.0000,0,0
2026-01-31T04:51:33.124627,2,0,0.0000,0,0
2026-01-31T04:51:38.130177,2,0,0.0000,0,0
2026-01-31T04:51:43.135085,2,0,0.0000,0,0
2026-01-31T04:51:48.140115,2,0,0.0000,0,0
2026-01-31T04:51:53.145780,2,0,0.0000,0,0
2026-01-31T04:51:58.151180,2,0,0.0000,0,0
2026-01-31T04:52:03.156307,2,0,0.0000,0,0
2026-01-31T04:52:08.162324,2,0,0.0000,0,0
2026-01-31T04:52:13.168436,2,0,0.0000,0,0
2026-01-31T04:52:18.174237,2,0,0.0000,0,0
2026-01-31T04:52:23.179144,2,0,0.0000,0,0
2026-01-31T04:52:28.185080,2,0,0.0000,0,0
