timestamp,controller_id,switch_count,total_packet_ins,total_flows,total_bytes
2026-01-31T04:35:37.043335,3,0,0.0000,0,0
2026-01-31T04:35:42.044289,3,0,0.0000,0,0
2026-01-31T04:35:47.049768,3,0,0.0000,0,0
2026-01-31T04:35:52.055382,3,0,0.0000,0,0
2026-01-31T04:35:57.060977,3,0,0.0000,0,0
2026-01-31T04:36:02.066775,3,0,0.0000,0,0
2026-01-31T04:36:07.072245,3,0,0.0000,0,0
2026-01-31T04:36:12.073539,3,0,0.0000,0,0
2026-01-31T04:36:17.079142,3,0,0.0000,0,0
2026-01-31T04:36:22.084812,3,0,0.0000,0,0
2026-01-31T04:36:27.090472,3,0,0.0000,0,0
2026-01-31T04:36:32.096347,3,0,0.0000,0,0
2026-01-31T04:36:37.101224,3,0,0.0000,0,0
2026-01-31T04:36:42.102483,3,0,0.0000,0,0
2026-01-31T04:36:47.108300,3,0,0.0000,0,0
2026-01-31T04:36:52.114310,3,0,0.0000,0,0
2026-01-31T04:36:57.120418,3,0,0.0000,0,0
2026-01-31T04:37:02.126095,3,0,0.0000,0,0
2026-01-31T04:37:07.131650,3,0,0.0000,0,0
2026-01-31T04:37:12.133658,3,0,0.0000,0,0
2026-01-31T04:37:17.136815,3,0,0.0000,0,0
2026-01-31T04:37:22.142839,3,0,0.0000,0,0
2026-01-31T04:37:27.148858,3,0,0.0000,0,0
2026-01-31T04:37:32.154926,3,0,0.0000,0,0
2026-01-31T04:37:37.160435,3,0,0.0000,0,0
2026-01-31T04:37:42.162182,3,0,0.0000,0,0
2026-01-31T04:37:47.167316,3,0,0.0000,0,0
2026-01-31T04:37:52.173388,3,0,0.0000,0,0
2026-01-31T04:37:57.178355,3,0,0.0000,0,0
2026-01-31T04:38:02.184188,3,0,0.0000,0,0
2026-01-31T04:38:07.188531,3,0,0.0000,0,0
2026-01-31T04:38:12.189867,3,0,0.0000,0,0
2026-01-31T04:38:17.195476,3,0,0.0000,0,0
2026-01-31T04:38:22.198079,3,0,0.0000,0,0
2026-01-31T04:38:27.204109,3,0,0.0000,0,0
2026-01-31T04:38:32.209224,3,0,0.0000,0,0
2026-01-31T04:38:37.215187,3,0,0.0000,0,0
2026-01-31T04:38:42.216791,3,0,0.0000,0,0
2026-01-31T04:38:47.222840,3,0,0.0000,0,0
2026-01-31T04:38:52.228206,3,0,0.0000,0,0
2026-01-31T04:38:57.233307,3,0,0.0000,0,0
2026-01-31T04:39:02.239293,3,0,0.0000,0,0
2026-01-31T04:39:07.245321,3,0,0.0000,0,0
2026-01-31T04:39:12.247304,3,0,0.0000,0,0
2026-01-31T04:39:17.252128,3,0,0.0000,0,0
2026-01-31T04:39:22.253181,3,0,0.0000,0,0
2026-01-31T04:39:27.256515,3,0,0.0000,0,0
2026-01-31T04:39:32.260224,3,0,0.0000,0,0
2026-01-31T04:39:37.265289,3,0,0.0000,0,0
2026-01-31T04:39:42.266115,3,0,0.0000,0,0
2026-01-31T04:39:47.272112,3,0,0.0000,0,0
2026-01-31T04:39:52.274223,3,0,0.0000,0,0
2026-01-31T04:39:57.280539,3,0,0.0000,0,0
2026-01-31T04:40:02.286199,3,0,0.0000,0,0
2026-01-31T04:40:07.292008,3,0,0.0000,0,0
2026-01-31T04:40:12.293153,3,0,0.0000,0,0
2026-01-31T04:40:17.298194,3,0,0.0000,0,0
2026-01-31T04:40:22.304297,3,0,0.0000,0,0
2026-01-31T04:40:27.310677,3,0,0.0000,0,0
2026-01-31T04:40:32.316160,3,0,0.0000,0,0
2026-01-31T04:40:37.321140,3,0,0.0000,0,0
2026-01-31T04:40:42.321810,3,0,0.0000,0,0
2026-01-31T04:40:47.327285,3,0,0.0000,0,0
2026-01-31T04:40:52.333470,3,0,0.0000,0,0
2026-01-31T04:40:57.339733,3,0,0.0000,0,0
2026-01-31T04:41:02.345497,3,0,0.0000,0,0
2026-01-31T04:41:07.351156,3,0,0.0000,0,0
2026-01-31T04:41:12.352121,3,0,0.0000,0,0
2026-01-31T04:41:17.357319,3,0,0.0000,0,0
2026-01-31T04:41:22.363428,3,0,0.0000,0,0
2026-01-31T04:41:27.369087,3,0,0.0000,0,0
